label,label_encoded,cleaned_message,message_length,word_count,capital_count,special_char_count,has_free,has_win,has_winner,has_prize,has_call,has_txt,has_claim,has_urgent,has_guaranteed
spam,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,132,24,5,0,0,0,0,0,0,0,0,0,0
spam,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms,143,24,7,0,0,0,0,0,0,0,0,0,0
spam,1,reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content,127,20,3,0,0,0,0,0,0,0,0,0,0
ham,0,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training,276,57,11,0,0,0,0,0,0,0,0,0,0
ham,0,i love to give massages i use lots of baby oil what is your fave position,78,16,3,1,0,0,0,0,0,0,0,0,0
ham,0,dude we should go sup again,27,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,yoyyooo u know how to change permissions for a drive in mac my usb flash drive,79,16,2,0,0,0,0,0,0,0,0,0,0
ham,0,gibbs unsoldmike hussey,24,3,1,0,0,0,0,0,0,0,0,0,0
ham,0,i like to talk pa but am not able to i dont know y,52,14,2,0,0,0,0,0,0,0,0,0,0
ham,0,y dun cut too short leh u dun like ah she failed shes quite sad,68,15,4,1,0,0,0,0,0,0,0,0,0
ham,0,you unbelievable faglord,24,3,1,0,0,0,0,0,0,0,0,0,0
ham,0,wifehow she knew the time of murder exactly,44,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,why do you ask princess,24,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,i am great princess what are you thinking about me,55,11,2,2,0,0,0,0,0,0,0,0,0
ham,0,nutter cutter ctter cttergg cttargg ctargg ctagg ie you,62,9,7,0,0,0,0,0,0,0,0,0,0
ham,0,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one,104,25,2,0,0,0,0,0,0,0,0,0,0
ham,0,doesnt g have class early tomorrow and thus shouldnt be trying to smoke at ltgt,87,15,1,0,0,0,0,0,0,0,0,0,0
ham,0,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,148,26,4,0,0,0,0,0,0,0,0,0,0
ham,0,hope you are having a good week just checking in,49,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment,154,32,3,0,0,0,0,0,0,0,0,0,0
ham,0,thursday night yeah sure thing well work it out then,56,10,2,1,0,0,0,0,0,0,0,0,0
ham,0,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,126,22,2,0,0,0,0,0,0,0,0,0,0
ham,0,how is it possible to teach you and where,43,9,2,0,0,0,0,0,0,0,0,0,0
ham,0,i wonder if your phone battery went dead i had to tell you i love you babe,77,18,3,1,0,0,0,0,0,0,0,0,0
ham,0,lovely smell on this bus and it aint tobacco,49,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,were all getting worried over here derek and taylor have already assumed the worst,84,14,1,0,0,0,0,0,0,0,0,0,0
ham,0,hey whats up charles sorry about the late reply,49,9,1,0,0,0,0,0,0,0,0,0,0
spam,1,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to,162,26,20,3,0,1,0,0,0,0,0,0,0
ham,0,ill give her once i have it plus she said grinule greet you whenever we speak,79,16,2,0,0,0,0,0,0,0,0,0,0
ham,0,white fudge oreos are in stores,31,6,26,0,0,0,0,0,0,0,0,0,0
spam,1,january male sale hot gay chat now cheaper call national rate from pmin cheap to pmin peak to stop texts call pmin,155,24,7,2,0,0,0,0,1,0,0,0,0
ham,0,my love how come it took you so long to leave for zahers i got your words on ym and was happy to see them but was sad you had left i miss you,146,35,5,2,0,0,0,0,0,0,0,0,0
ham,0,i am sorry it hurt you,23,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning to pig out i was dieting all week and now im not hungry,160,33,8,0,0,0,0,0,0,0,0,0,0
ham,0,ok lor but not too early me still having project meeting now,62,12,2,0,0,0,0,0,0,0,0,0,0
ham,0,call me da i am waiting for your call,39,9,1,0,0,0,0,0,1,0,0,0,0
ham,0,i could ask carlos if we could get more if anybody else can chip in,67,15,1,0,0,0,0,0,0,0,0,0,0
ham,0,was actually about to send you a reminder today have a wonderful weekend,73,13,2,0,0,0,0,0,0,0,0,0,0
ham,0,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl,148,26,14,2,0,0,0,0,0,0,0,0,0
ham,0,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,88,17,2,2,0,0,0,0,0,0,0,0,0
ham,0,dont talk to him ever ok its my word,37,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,when u wana see it then,23,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,on ma way to school can you pls send me ashleys number,56,12,2,0,0,0,0,0,0,0,0,0,0
ham,0,it shall be fine i have avalarr now will hollalater,53,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,she went to attend another two rounds todaybut still didt reach home,73,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom,80,11,1,0,0,0,0,0,0,0,0,0,0
ham,0,k wait chikkuil send aftr ltgt mins,44,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,but im on a diet and i ate too many slices of pizza yesterday ugh im always on a diet,92,21,12,0,0,0,0,0,0,0,0,0,0
ham,0,ki will give my kvb acc details,35,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,oh all have to come ah,23,6,1,1,0,0,0,0,0,0,0,0,0
spam,1,money you r a lucky winner claim your prize text money over million to give away pptxnormal text rate box wtjy,140,26,1,5,0,0,1,1,0,0,1,0,0
ham,0,im really sorry i wont b able do this fridayhope u can find an alternativehope yr terms going ok,106,20,1,0,0,0,0,0,0,0,0,0,0
ham,0,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,103,21,2,0,0,0,0,0,0,0,0,0,0
ham,0,so do you have samus shoulders yet,34,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,what time you think youll have it need to know when i should be near campus,77,16,3,1,0,0,0,0,0,0,0,0,0
spam,1,dear matthew please call from a landline your complimentary lux tenerife holiday or cash await collection ppm sae tcs box skxh,159,23,19,0,0,0,0,0,1,0,0,0,0
ham,0,then dun wear jeans lor,26,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,since when which side any fever any vomitin,47,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,kkare you in college,24,4,1,1,0,0,0,0,0,0,0,0,0
spam,1,urgent call from landline your complimentary tenerife holiday or cash await collection sae tcs box hp yf ppm,149,23,18,1,0,0,0,0,1,0,0,1,0
ham,0,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,133,26,6,0,0,0,0,0,0,0,0,0,0
ham,0,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,126,25,4,1,0,0,0,0,0,0,0,0,0
ham,0,theyre doing it to lots of places only hospitals and medical places are safe,78,14,2,0,0,0,0,0,0,0,0,0,0
spam,1,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms,132,24,13,2,0,0,0,0,0,1,0,0,0
ham,0,and also ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,116,24,2,0,0,0,0,0,0,0,0,0,0
ham,0,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,221,43,3,0,0,0,0,0,0,0,0,0,0
ham,0,i cant wait to see you how were the photos were useful,59,13,2,2,0,0,0,0,0,0,0,0,0
spam,1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc po box tcrw,137,24,14,0,0,0,0,0,0,0,0,0,0
ham,0,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,143,29,2,1,1,0,0,0,0,0,0,0,0
ham,0,chk in ur belovd ms dict,24,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,is that what time you want me to come,38,9,1,1,0,0,0,0,0,0,0,0,0
ham,0,awesome lemme know whenever youre around,42,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,shb b ok lor thanx,24,5,2,0,0,0,0,0,0,0,0,0,0
ham,0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,157,26,15,0,0,0,0,0,0,0,0,0,0
ham,0,also remember to get dobbys bowl from your car,47,9,1,0,0,0,0,0,0,0,0,0,0
spam,1,filthy stories and girls waiting for your,41,7,6,0,0,0,0,0,0,0,0,0,0
ham,0,sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in,122,27,4,0,0,0,0,0,0,0,0,0,0
ham,0,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,126,24,2,0,0,0,0,0,0,0,0,0,0
ham,0,welp apparently he retired,26,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person,114,25,3,1,0,0,0,0,0,0,0,0,0
ham,0,where,7,2,1,0,0,0,0,0,0,0,0,0,0
ham,0,u sure u cant take any sick time,34,8,1,1,0,0,0,0,0,0,0,0,0
spam,1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim m validhrs only,157,27,24,1,0,0,0,1,1,0,1,1,1
ham,0,yo chad which gymnastics class do you wanna take the site says christians class is full,90,16,3,1,0,0,0,0,0,0,0,0,0
ham,0,or better still can you catch her and let ask her if she can sell ltgt for me,85,18,1,0,0,0,0,0,0,0,0,0,0
ham,0,i am not sure about night menu i know only about noon menu,63,15,2,0,0,0,0,0,0,0,0,0,0
ham,0,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come,220,45,38,1,0,0,0,0,1,0,0,0,0
ham,0,are you willing to go for aptitude class,41,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,it wont b until as trying sort house out is that ok,60,14,1,1,0,0,0,0,0,0,0,0,0
ham,0,yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u,88,20,3,1,0,0,0,0,0,0,0,0,0
ham,0,haha awesome omw back now then,31,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,yup i thk so until e shop closes lor,37,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,what is your account number,28,5,0,1,0,0,0,0,0,0,0,0,0
ham,0,eh u send wrongly lar,24,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya,118,28,3,1,0,0,0,0,0,0,0,0,0
ham,0,ok i shall talk to him,22,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,43,3,0,0,0,0,0,0,0,0,0,0
ham,0,hey you can pay with salary de only ltgt,50,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,another month i need chocolate weed and alcohol,49,8,2,0,0,0,0,0,0,0,0,0,0
ham,0,if he started searching he will get job in few dayshe have great potential and talent,87,16,1,0,0,0,0,0,0,0,0,0,0
ham,0,reckon need to be in town by eightish to walk from carpark,61,13,1,0,0,0,0,0,0,0,0,0,0
spam,1,congrats mobile g videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl,141,22,7,2,0,0,0,0,1,0,0,0,0
ham,0,look at the fuckin time what the fuck you think is up,54,12,42,0,0,0,0,0,0,0,0,0,0
ham,0,yo guess what i just dropped,28,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,carlos says hell be at mu in ltgt minutes,49,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,im in office now i will call you ltgt min,53,11,2,0,0,0,0,0,1,0,0,0,0
ham,0,geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss,145,30,6,1,0,0,0,0,0,0,0,0,0
ham,0,yun ahthe ubi one say if wan call by tomorrowcall look for ireneere only got bus ubi cresubi tech parkph for st wkg daysn,162,26,4,0,0,0,0,0,1,0,0,0,0
ham,0,ugh gotta drive back to sd from la my butt is sore,53,12,3,0,0,0,0,0,0,0,0,0,0
ham,0,th of july,12,3,6,0,0,0,0,0,0,0,0,0,0
ham,0,hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish,142,30,2,3,0,0,0,0,0,0,0,0,0
ham,0,up to wan come then come lor but i din c any stripes skirt,73,16,4,0,0,0,0,0,0,0,0,0,0
ham,0,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,129,25,10,0,0,0,0,0,0,0,0,0,0
ham,0,i cant i dont have her number,33,7,2,1,0,0,0,0,0,0,0,0,0
ham,0,change again its e one next to escalator,47,8,2,0,0,0,0,0,0,0,0,0,0
ham,0,yetunde im in class can you not run water on it to make it ok pls now,72,17,2,0,0,0,0,0,0,0,0,0,0
ham,0,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,148,31,5,1,0,0,0,0,0,0,0,0,0
ham,0,then wait me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,107,29,5,0,0,0,0,0,0,0,0,0,0
ham,0,aight will do thanks again for comin out,41,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,nobut heard abt tat,23,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,ltgt am i think should say on syllabus,45,8,2,1,0,0,0,0,0,0,0,0,0
ham,0,umma did she say anything,26,5,2,0,0,0,0,0,0,0,0,0,0
ham,0,give me a sec to think think about it,37,9,1,0,0,0,0,0,0,0,0,0,0
spam,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,150,22,25,0,1,0,0,0,1,0,0,0,0
ham,0,i dont quite know what to do i still cant get hold of anyone i cud pick you up bout pm and we can see if theyre in the pub,132,30,3,1,0,0,0,0,0,0,0,0,0
ham,0,poyyarikaturkolathupalayamunjalur posterode dis ltgt,63,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala,108,18,7,0,0,0,0,0,0,0,0,0,0
ham,0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,93,21,3,0,0,0,0,0,0,0,0,0,0
ham,0,i just got home babe are you still awake,43,10,1,1,0,0,0,0,0,0,0,0,0
ham,0,i dunno they close oredi not v ma fan,46,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,just buy a pizza meat lovers or supreme u get to pick,56,12,3,0,0,0,0,0,0,0,0,0,0
ham,0,ya toldshe was asking wats matter,37,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,124,18,1,2,0,0,0,0,0,0,0,0,0
spam,1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normptone,158,29,18,1,1,0,0,0,0,1,0,0,0
ham,0,shall i send that exe to your mail id,38,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,nope watching tv at home not going out v bored,53,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,don knowwait i will check it,31,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougarpen,224,42,8,2,0,0,0,0,0,0,0,0,0
spam,1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline dateboxessexcmxn pmin,156,25,16,3,0,0,0,0,1,0,0,0,0
ham,0,we still on for tonight,24,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,may i call you later pls,24,6,3,0,0,0,0,0,1,0,0,0,0
ham,0,hasnt that been the pattern recently crap weekends,52,8,1,1,0,0,0,0,0,0,0,0,0
ham,0,i have a sore throat its scratches when i talk,48,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,yes da any plm at ur office,28,7,2,0,0,0,0,0,0,0,0,0,0
ham,0,are you not around or just still asleep v,43,9,2,1,0,0,0,0,0,0,0,0,0
ham,0,lol you forgot it eh yes ill bring it in babe,49,12,3,1,0,0,0,0,0,0,0,0,0
ham,0,its good well find a way,26,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,can not use foreign stamps in this country good lecture,58,11,2,0,0,0,0,0,0,0,0,0,0
ham,0,yup bathe liao,17,3,1,0,0,0,0,0,0,0,0,0,0
ham,0,happy new year my no man,26,6,19,0,0,0,0,0,0,0,0,0,0
ham,0,oh mr sheffield you wanna play that game okay youre the boss and im the nanny you give me a raise and ill give you one,127,26,25,3,0,0,0,0,0,0,0,0,0
ham,0,zoe it just hit me im fucking shitin myself il defo try my hardest cum morow luv u millions lekdog,103,22,79,0,0,0,0,0,0,0,0,0,0
ham,0,hello baby did you get back to your moms are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs,157,33,5,4,0,0,0,0,0,0,0,0,0
ham,0,no my blankets are sufficient thx,34,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,128,22,1,0,0,0,0,0,0,0,0,0,0
ham,0,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gmgngegnt,155,28,14,0,0,0,0,0,0,0,0,0,0
ham,0,they just talking thats it de they wont any other,51,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,today am going to college so am not able to atten the class,60,13,1,0,0,0,0,0,0,0,0,0,0
ham,0,im in class will holla later,30,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,mmm thats better now i got a roast down me id b better if i had a few drinks down me good indian,103,24,3,3,0,0,0,0,0,0,0,0,0
spam,1,we know someone who you know that fancies you call to find out who pobox lshb p,101,19,9,0,0,0,0,0,1,0,0,0,0
ham,0,come round its,19,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,do thing change that sentence into because i want concentrate in my educational career im leaving here,112,19,3,1,0,0,0,0,0,0,0,0,0
spam,1,s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting,104,23,27,2,0,0,0,0,0,1,0,0,0
ham,0,i walked an hour c u doesnt that show i care y wont u believe im serious,78,18,3,2,0,0,0,0,0,0,0,0,0
spam,1,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to,135,25,14,1,0,0,0,0,0,0,0,0,0
ham,0,are you available for soiree on june rd,41,8,2,1,0,0,0,0,0,0,0,0,0
ham,0,do u noe wat time e place dat sells d closes,46,11,1,1,0,0,0,0,0,0,0,0,0
ham,0,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,136,25,3,2,0,0,0,0,0,0,0,0,0
ham,0,jays getting really impatient and belligerent,46,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,hiya comin bristol st week in april les got off rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink bath,157,35,114,2,0,0,0,0,0,0,0,0,0
ham,0,im at work please call,24,5,2,0,0,0,0,0,1,0,0,0,0
ham,0,then u drive lor,17,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,ard like dat y,20,5,2,1,0,0,0,0,0,0,0,0,0
ham,0,tell me theyre female v howre you throwing in were deciding what all to get now,84,16,3,1,0,0,0,0,0,0,0,0,0
spam,1,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkentp,153,31,58,1,0,1,0,0,0,1,0,0,0
ham,0,im working technical support voice processnetworking field,63,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,i might come to kerala for daysso you can be prepared to take a leave once i finalise dont plan any travel during my visitneed to finish urgent works,155,30,1,0,0,0,0,0,0,0,0,1,0
ham,0,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,122,26,5,1,0,0,0,0,0,0,0,0,0
spam,1,we have new local dates in your area lots of new people registered in your area reply date to start now only replys,143,26,21,1,0,0,0,0,0,0,0,0,0
ham,0,thats fine ill bitch at you about it later then,50,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,no my mum went dentist,25,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,once free call me sir i am waiting for you,44,10,2,0,1,0,0,0,1,0,0,0,0
ham,0,meeting u is my work tel me when shall i do my work tomorrow,65,16,2,0,0,0,0,0,0,0,0,0,0
spam,1,someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,134,25,19,2,0,0,0,0,1,0,0,0,0
ham,0,jus finish bathing,21,3,1,0,0,0,0,0,0,0,0,0,0
ham,0,alright ill make sure the car is back tonight,47,9,1,0,0,0,0,0,0,0,0,0,0
spam,1,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c validhrs only,157,27,24,1,0,0,0,1,1,0,1,1,1
spam,1,dear uve been invited to xchat this is our final attempt to contact u txt chat to,90,18,13,1,0,0,0,0,0,1,0,0,0
ham,0,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,135,25,4,0,0,0,0,0,0,0,0,0,0
ham,0,aight ill get on fb in a couple minutes,39,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,83,17,6,0,0,0,0,0,0,0,0,0,0
ham,0,where can download clear movies dvd copies,44,7,2,0,0,0,0,0,0,0,0,0,0
ham,0,yep by the pretty sculpture,28,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,convey my regards to him,24,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,me too watching surya movie only after pm vijay movie pokkiri,67,13,8,0,0,0,0,0,0,0,0,0,0
ham,0,you tell what happen dont behave like this to me ok no need to say,67,15,2,0,0,0,0,0,0,0,0,0,0
ham,0,can u get pic msgs to your phone,33,8,1,1,0,0,0,0,0,0,0,0,0
ham,0,send to someone else,24,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,119,26,1,3,0,0,0,0,0,0,0,0,0
ham,0,for me the love should start with attractioni should feel that i need her every time around meshe should be the first thing which comes in my thoughtsi would start the day and end it with hershe should be there every time i dreamlove will be then when my every breath has her namemy life should happen around hermy life will be named to heri would cry for herwill give all my happiness and take all her sorrowsi will be ready to fight with anyone for heri will be in love when i will be doing the craziest things for herlove will be when i dont have to proove anyone that my girl is the most beautiful lady on the whole planeti will always be singing praises for herlove will be when i start up making chicken curry and end up makiing sambarlife will be the most beautiful thenwill get every morning and thank god for the day because she is with mei would like to say a lotwill tell later,910,171,12,0,0,0,0,0,0,0,0,0,0
ham,0,frndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meetitz only few seconds bt v alwys stay conected gud t,158,35,16,0,0,0,0,0,0,0,0,0,0
ham,0,i dont think he has spatula hands,35,7,1,1,0,0,0,0,0,0,0,0,0
ham,0,you can never do nothing,24,5,8,0,0,0,0,0,0,0,0,0,0
spam,1,you are awarded a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p,153,25,13,1,0,0,0,0,1,0,0,0,0
ham,0,goodmorning today i am late for ltdecimalgt min,53,8,8,0,0,0,0,0,0,0,0,0,0
spam,1,win urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only ppm,147,24,21,1,0,1,0,1,1,0,1,1,1
ham,0,please da call me any mistake from my side sorry da pls da goto doctor,72,15,2,0,0,0,0,0,1,0,0,0,0
ham,0,where r we meeting,19,4,1,1,0,0,0,0,0,0,0,0,0
ham,0,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,188,37,5,0,0,0,0,0,0,0,0,0,0
ham,0,now only i reached home i am very tired now i will come tomorro,71,17,3,0,0,0,0,0,0,0,0,0,0
ham,0,ryder unsoldnow gibbs,23,3,1,0,0,0,0,0,0,0,0,0,0
spam,1,dear subscriber ur draw gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to,142,26,10,1,0,0,0,0,0,1,0,0,0
ham,0,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay,160,29,5,0,0,0,0,0,0,0,0,0,0
ham,0,no gifts you trying to get me to throw myself off a cliff or something,73,15,8,3,0,0,0,0,0,0,0,0,0
ham,0,been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,106,21,4,2,0,0,0,0,0,0,0,0,0
ham,0,you busy or can i come by at some point and figure out what were doing tomorrow,80,17,2,0,0,0,0,0,0,0,0,0,0
ham,0,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,105,19,2,0,0,0,0,0,0,0,0,0,0
ham,0,black shirt n blue jeans i thk i c,43,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,aiyah sorry lor i watch tv watch until i forgot check my phone,68,14,2,0,0,0,0,0,0,0,0,0,0
spam,1,message important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting you,159,25,4,1,0,0,0,0,0,0,0,0,0
ham,0,on hen night going with a swing,32,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,159,35,7,2,0,0,0,0,0,0,0,0,0
ham,0,from someone not to smoke when every time ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,28,2,0,0,0,0,0,0,0,0,0,0
ham,0,no youll just get a headache trying to figure it out u can trust me to do the math i promise o,101,22,4,0,0,0,0,0,0,0,0,0,0
ham,0,s sfirst timedhoni rocks,31,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,ok ill tell the company,23,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,awesome think we can get an th at usf some time tonight,58,12,1,1,0,0,0,0,0,0,0,0,0
ham,0,so that means you still think of teju,37,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,no im good for the movie is it ok if i leave in an hourish,61,15,3,1,0,0,0,0,0,0,0,0,0
ham,0,no nothis is kallis home groundamla home town is durban,60,10,1,0,0,0,0,0,0,0,0,0,0
ham,0,so lets make it saturday or monday as per convenience,54,10,1,0,0,0,0,0,0,0,0,0,0
ham,0,hey what time is your driving on fri we go for evaluation on fri,69,14,3,2,0,0,0,0,0,0,0,0,0
spam,1,you have won a price to claim call,70,11,3,1,0,0,0,0,1,0,1,0,0
ham,0,im going lunch now wif my family then aft dat i go str orchard lor,72,17,1,0,0,0,0,0,0,0,0,0,0
spam,1,bored of speed dating try speedchat txt speedchat to if you dont like em txt swap and get a new chatter chat poboxwwq pmsg rcd,156,27,31,2,0,0,0,0,0,1,0,0,0
ham,0,cancel cheyyamoand get some money back,40,6,1,2,0,0,0,0,0,0,0,0,0
spam,1,do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow,153,29,5,0,0,0,0,0,1,0,0,0,0
ham,0,okok okthenwhats ur todays plan,36,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,good morning princess how are you,35,6,2,2,0,0,0,0,0,0,0,0,0
ham,0,aiyar sorry lor forgot tell u,34,7,1,0,0,0,0,0,0,0,0,0,0
spam,1,for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to tc p,156,30,7,1,0,0,0,0,0,1,0,0,0
ham,0,not tonight mate catching up on some sleep this is my new number by the way,79,16,3,0,0,0,0,0,0,0,0,0,0
ham,0,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gayd,121,23,4,2,0,0,0,0,0,0,0,0,0
